1674693800.000	2233626800.000
1753934800.000	1622507000.000
1671584600.000	1673154600.000
1705780800.000	1727586200.000
1793239000.000	1911981200.000
1688830400.000	1727037000.000
1698030800.000	1644940400.000
1740746400.000	1670933900.000
1637488900.000	1670194600.000
1798360000.000	1663572600.000
1643196000.000	1646687400.000
1801572800.000	1650313500.000
1660292900.000	1654988200.000
1656817200.000	1661715700.000
1699840400.000	1662797700.000
1721305200.000	1665281100.000
1671321600.000	1647669600.000
1712995200.000	1661226100.000
1670379800.000	1660496300.000
1679198000.000	1594928600.000
1731567200.000	1652747900.000
1655655300.000	1625405400.000
1743069200.000	1640322200.000
1678110000.000	1669942900.000
1733862800.000	1669879700.000
1684949000.000	1662063900.000
1651169700.000	1625677000.000
1683794000.000	1644846700.000
1683886600.000	1666813600.000
1666717000.000	1635519600.000
1740424400.000	1621318100.000
1607554200.000	1619821600.000
1700099200.000	1666896000.000
1660315200.000	1295725600.000
1707871400.000	1603976500.000
1712790200.000	1469807800.000
1648747300.000	1417292200.000
1681722600.000	1585004900.000
1616463800.000	1607388800.000
1709767200.000	1609032500.000
1641653300.000	1609894600.000
1661913900.000	1557440600.000
1691953000.000	1584889000.000
1652895800.000	1577290400.000
1623416200.000	1570092000.000
1647652700.000	1584460100.000
1657836500.000	1588554200.000
1665228100.000	1601274400.000
1650706200.000	1600626300.000
1668980700.000	1592313500.000
1645344700.000	1581909500.000
1636006700.000	1572492400.000
1592320000.000	1584075100.000
1677849000.000	1588503900.000
1653636300.000	1594158200.000
1604029600.000	1590671000.000
1668624700.000	1590225300.000
1565913500.000	1582304500.000
1639312300.000	1575460000.000
1571910400.000	1575589500.000
1719555200.000	1577278100.000
1526749000.000	1580799400.000
1675546200.000	1586190300.000
1627075500.000	1576085700.000
1630886200.000	1588479600.000
1549893300.000	1579412000.000
1695141600.000	1583120900.000
1554040200.000	1575904500.000
1584450600.000	1574680900.000
1606442300.000	1554288900.000
1625899800.000	1569706900.000
1591630600.000	1572225500.000
1645124400.000	1548941200.000
1486148100.000	1542246000.000
1612117300.000	1534641500.000
1649514000.000	1542605400.000
1532261700.000	1538942500.000
1624685900.000	1527162900.000
1530436100.000	1503404200.000
1599452700.000	1512327800.000
1572641800.000	1496860700.000
1547708000.000	1498577000.000
1628544300.000	1517227100.000
1517744100.000	1504952200.000
1564578400.000	1516999000.000
1534872500.000	1505778800.000
1642037600.000	1500662900.000
1491634200.000	1509434500.000
1573188000.000	1494484900.000
1564517400.000	1506341500.000
1530847800.000	1515720700.000
1539247600.000	1536501100.000
1575317600.000	1509385100.000
1542172800.000	1517495500.000
1516994700.000	1480174200.000
1524057700.000	1523692100.000
1533794900.000	1500710700.000
1539153100.000	1489616500.000
1509998200.000	1499342200.000
1536432800.000	1502366900.000
1465941600.000	1482483600.000
1585547300.000	1515616500.000
1519878600.000	1469143300.000
1485239900.000	1512118100.000
1533472200.000	1485920100.000
1516971500.000	1485694800.000
1509772600.000	1487505300.000
1448337600.000	1491675400.000
1499135600.000	1507758000.000
1528789000.000	1461862000.000
1491367600.000	1429191800.000
1506395800.000	1461892200.000
1478610100.000	1448294600.000
1469828500.000	1481832500.000
1494613900.000	1413226300.000
1528169000.000	1230856500.000
1520208500.000	1223771300.000
1550965300.000	1337857000.000
1406489400.000	1244244000.000
1439290900.000	1295574900.000
1542537600.000	1326380200.000
1447579000.000	1348765600.000
1460178200.000	1375791200.000
1430600000.000	1357773200.000
1504521900.000	1347958600.000
1438980600.000	1356063500.000
1405237200.000	1322101900.000
1472997400.000	1379337000.000
1465718400.000	1398619300.000
1446833400.000	1418380800.000
1425622800.000	1404864500.000
1438002800.000	1423259700.000
1435505600.000	1427740800.000
1435437000.000	1413677800.000
1391032100.000	1595612200.000
1448875500.000	1354964000.000
1391181200.000	1279603400.000
1480540200.000	1343631800.000
1484061400.000	1412428000.000
1327144400.000	1349741700.000
1389160400.000	1322914700.000
1449427600.000	1340085600.000
1378591700.000	1342025800.000
1410808400.000	1380757100.000
1372516600.000	1384097900.000
1372382500.000	1339030900.000
1399676000.000	1359700000.000
1410023100.000	1381512000.000
1346003900.000	1286259800.000
1380656500.000	1322074000.000
