63.003	45015156.250
2.926	2230482000.000
0.422	178002225.000
0.194	5387389.453
0.135	217361.328
0.110	12763.741
0.100	809.361
0.100	44.343
0.096	2.462
0.094	0.829
0.095	0.442
0.093	0.260
0.092	0.165
0.092	0.124
0.091	0.103
0.091	0.091
0.090	0.086
0.090	0.084
0.090	0.083
0.089	0.083
0.089	0.082
0.090	0.083
0.087	0.083
0.090	0.083
0.089	0.083
0.088	0.083
0.089	0.083
0.088	0.083
0.089	0.083
0.088	0.083
0.088	0.083
0.088	0.083
0.088	0.083
0.088	0.083
0.086	0.083
0.089	0.083
0.087	0.082
0.089	0.082
0.087	0.082
0.087	0.082
0.089	0.082
0.086	0.082
0.087	0.082
0.088	0.082
0.086	0.082
0.088	0.082
0.087	0.082
0.087	0.082
0.086	0.082
0.088	0.082
0.087	0.082
0.087	0.082
0.086	0.081
0.087	0.081
0.088	0.081
0.087	0.081
0.087	0.081
0.087	0.081
0.086	0.081
0.088	0.081
0.086	0.081
0.088	0.081
0.087	0.081
0.087	0.081
0.086	0.081
0.087	0.081
0.087	0.081
0.087	0.081
0.086	0.081
0.087	0.081
0.087	0.081
0.086	0.081
0.086	0.081
0.087	0.081
0.086	0.081
0.088	0.081
0.086	0.082
0.085	0.082
0.087	0.081
0.086	0.080
0.086	0.080
0.086	0.082
0.086	0.080
0.086	0.081
0.086	0.089
0.085	0.080
0.085	0.076
0.085	0.078
0.084	0.075
0.085	0.077
0.084	0.076
0.082	0.074
0.083	0.067
0.082	0.064
0.079	0.068
0.078	0.087
0.077	0.064
0.072	0.061
0.072	0.059
0.072	0.066
0.066	0.064
0.057	0.070
0.051	0.068
0.044	0.054
0.034	0.064
0.028	0.052
0.022	0.052
0.018	0.034
0.016	0.046
0.016	0.043
0.013	0.022
0.013	0.018
0.012	0.018
0.012	0.026
0.011	0.018
0.012	0.022
0.011	0.018
0.010	0.016
0.010	0.013
0.010	0.012
0.010	0.013
0.010	0.014
0.010	0.008
0.010	0.009
0.010	0.008
0.009	0.009
0.009	0.009
0.008	0.011
0.009	0.009
0.008	0.009
0.008	0.011
0.008	0.007
0.008	0.008
0.008	0.009
0.008	0.007
0.008	0.008
0.008	0.007
0.008	0.008
0.008	0.008
0.008	0.008
0.007	0.007
0.007	0.006
0.007	0.008
0.008	0.007
0.008	0.007
0.007	0.008
0.007	0.006
0.007	0.007
0.007	0.007
0.007	0.007
0.007	0.006
0.007	0.006
0.007	0.006
0.006	0.006
0.006	0.006
0.007	0.006
0.007	0.006
0.006	0.006
0.007	0.006
0.006	0.007
0.006	0.007
0.007	0.006
0.006	0.006
0.007	0.006
0.006	0.006
0.006	0.006
0.006	0.007
0.006	0.006
0.006	0.008
0.006	0.006
0.006	0.006
0.006	0.006
0.006	0.007
0.006	0.006
0.006	0.006
0.006	0.006
0.006	0.006
0.007	0.007
0.006	0.006
0.006	0.006
0.006	0.006
0.006	0.006
0.005	0.007
0.005	0.006
0.006	0.006
0.005	0.006
0.005	0.006
0.006	0.006
0.005	0.006
0.005	0.006
0.005	0.006
0.006	0.005
0.006	0.006
0.005	0.005
0.006	0.005
0.006	0.005
0.006	0.005
0.005	0.006
0.005	0.006
0.005	0.006
